timestamp,task_name,gpu_use_card0,gpu_use_card1
2026-05-08T12:39:33,p7-06-review-plan,97,0
2026-05-08T12:39:35,p7-06-review-plan,97,0
2026-05-08T12:39:37,p7-06-review-plan,97,0
2026-05-08T12:39:39,p7-06-review-plan,95,0
2026-05-08T12:39:41,p7-06-review-plan,97,0
2026-05-08T12:39:43,p7-06-review-plan,97,0
2026-05-08T12:39:45,p7-06-review-plan,97,0
2026-05-08T12:39:47,p7-06-review-plan,97,0
2026-05-08T12:39:49,p7-06-review-plan,96,0
2026-05-08T12:39:52,p7-06-review-plan,97,0
2026-05-08T12:39:54,p7-06-review-plan,96,0
2026-05-08T12:39:56,p7-06-review-plan,97,0
2026-05-08T12:39:58,p7-06-review-plan,97,0
2026-05-08T12:40:00,p7-06-review-plan,95,0
2026-05-08T12:40:02,p7-06-review-plan,97,0
2026-05-08T12:40:04,p7-06-review-plan,98,0
2026-05-08T12:40:06,p7-06-review-plan,97,0
2026-05-08T12:40:08,p7-06-review-plan,97,0
2026-05-08T12:40:10,p7-06-review-plan,96,0
2026-05-08T12:40:12,p7-06-review-plan,97,0
2026-05-08T12:40:15,p7-06-review-plan,97,0
2026-05-08T12:40:17,p7-06-review-plan,7,0
2026-05-08T12:40:17,p7-07-review-plan,8,0
2026-05-08T12:40:19,p7-07-review-plan,94,0
2026-05-08T12:40:21,p7-07-review-plan,93,0
2026-05-08T12:40:23,p7-07-review-plan,93,0
2026-05-08T12:40:25,p7-07-review-plan,93,0
2026-05-08T12:40:27,p7-07-review-plan,94,0
2026-05-08T12:40:29,p7-07-review-plan,93,0
2026-05-08T12:40:31,p7-07-review-plan,94,0
2026-05-08T12:40:34,p7-07-review-plan,94,0
2026-05-08T12:40:36,p7-07-review-plan,94,0
2026-05-08T12:40:38,p7-07-review-plan,13,0
